nctid,neoplasm_category,neoplasm
NCT03549715,Neoplasms by Histologic Type,Carcinoma
NCT02854215,Neoplasms by Site,Ovarian Neoplasms
NCT02854215,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT01083615,Neoplasms by Site,Prostatic Neoplasms
NCT03947515,Neoplasms by Site,Prostatic Neoplasms
NCT03597685,Neoplasms by Histologic Type,Lymphoma
NCT04541537,Neoplasms by Site,Breast Neoplasms
NCT01861015,Neoplasms by Histologic Type,Leiomyoma
NCT00775385,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01044485,Neoplasms by Site,Breast Neoplasms
NCT00003985,Neoplasms by Site,Lung Neoplasms
NCT06607185,Neoplasms by Site,Colorectal Neoplasms
NCT03970785,Neoplasms by Histologic Type,Ganglioglioma
NCT04916015,Neoplasms by Histologic Type,Glioma
NCT01333085,Neoplasms by Site,Head and Neck Neoplasms
NCT03840915,Neoplasms by Site,Lung Neoplasms
NCT02584985,Neoplasms by Site,Rectal Neoplasms
NCT04679285,Neoplasms by Histologic Type,Leukemia
NCT04679285,Neoplastic Processes,"Neoplasm, Residual"
NCT03818685,Neoplasms by Site,Breast Neoplasms
NCT03606837,Neoplasms by Site,Prostatic Neoplasms
NCT04604132,Neoplasms by Histologic Type,Adenocarcinoma
NCT00189332,Neoplasms by Site,Skin Neoplasms
NCT00189332,Neoplasms by Histologic Type,Melanoma
NCT05502237,Neoplasms by Site,Lung Neoplasms
NCT00174837,Neoplasms by Site,Head and Neck Neoplasms
NCT00174837,Neoplasms by Histologic Type,Squamous Cell Carcinoma of Head and Neck
NCT01022515,Neoplasms by Histologic Type,Pheochromocytoma
NCT01446185,Neoplasms by Site,Breast Neoplasms
NCT01776385,Neoplasms by Site,Parathyroid Neoplasms
NCT01776385,Neoplasms by Histologic Type,Mesothelioma
NCT01412515,Neoplasms by Histologic Type,"Sarcoma, Kaposi"
NCT03515915,Neoplasms by Histologic Type,Multiple Myeloma
NCT05645185,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT00715637,Neoplasms by Histologic Type,Leukemia
NCT00715637,Neoplastic Processes,Neoplasm Metastasis
NCT05337137,Neoplasms by Site,Liver Neoplasms
NCT05337137,Neoplasms by Histologic Type,Carcinoma
NCT04644237,Neoplasms by Site,Lung Neoplasms
NCT04210115,Neoplasms by Site,Esophageal Neoplasms
NCT04210115,Neoplasms by Histologic Type,Carcinoma
NCT03957915,Neoplasms by Histologic Type,Leukemia
NCT01234337,Neoplasms by Site,Breast Neoplasms
NCT04253015,Neoplasms by Histologic Type,Neuroblastoma
NCT05663515,Neoplasms by Site,Pancreatic Neoplasms
NCT03006185,Precancerous Conditions,"Keratosis, Actinic"
NCT04702737,Neoplasms by Site,Prostatic Neoplasms
NCT00363415,Neoplasms by Site,Lung Neoplasms
NCT03690115,Neoplasms by Histologic Type,"Leukemia, Myeloid"
NCT05086315,Neoplasms by Histologic Type,Leukemia
NCT05014815,Neoplasms by Site,Lung Neoplasms
NCT01351415,Neoplasms by Site,Lung Neoplasms
NCT00961415,Neoplasms by Site,Lung Neoplasms
NCT05404685,Neoplasms by Site,Kidney Neoplasms
NCT00117637,Neoplasms by Site,Kidney Neoplasms
NCT00117637,Neoplasms by Histologic Type,Carcinoma
NCT01801137,Neoplasms by Histologic Type,"Carcinoma, Transitional Cell"
NCT01832415,Neoplasms by Site,Ovarian Neoplasms
NCT01832415,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT05231915,Neoplasms by Site,Prostatic Neoplasms
NCT03303885,Neoplasms by Histologic Type,Liposarcoma
NCT02876237,Neoplasms by Site,Prostatic Neoplasms
NCT04968015,Neoplasms by Histologic Type,Leukemia
NCT05599737,Neoplasms by Histologic Type,Adenocarcinoma
NCT05469737,Precancerous Conditions,Preleukemia
NCT05983315,Neoplasms by Site,Colorectal Neoplasms
NCT05247515,Neoplasms by Site,Colorectal Neoplasms
NCT00199615,Neoplasms by Site,Lung Neoplasms
NCT02865837,Neoplasms by Site,Uterine Cervical Neoplasms
NCT06764537,Neoplasms by Histologic Type,Glioblastoma
NCT03803137,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT02049515,Neoplasms by Histologic Type,Lymphoma
NCT00870415,Neoplasms by Site,Breast Neoplasms
NCT01166737,Neoplasms by Site,Ovarian Neoplasms
NCT01166737,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04949737,Neoplasms by Site,Stomach Neoplasms
NCT02621437,Neoplasms by Site,Breast Neoplasms
NCT04258137,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT03675737,Neoplasms by Site,Stomach Neoplasms
NCT03675737,Neoplasms by Histologic Type,Adenocarcinoma
NCT04654715,Neoplasms by Site,Prostatic Neoplasms
NCT05529615,Neoplasms by Site,Colonic Neoplasms
NCT02197637,Neoplasms by Histologic Type,Glioma
NCT04990037,Neoplasms by Histologic Type,Adenocarcinoma
NCT01078415,Neoplasms by Site,Liver Neoplasms
NCT01078415,Neoplasms by Histologic Type,Carcinoma
NCT02824185,Neoplasms by Site,Liver Neoplasms
NCT02824185,Neoplasms by Histologic Type,"Carcinoma, Hepatocellular"
NCT04960709,Neoplasms by Site,Urinary Bladder Neoplasms
NCT04008056,Neoplasms by Site,Gastrointestinal Neoplasms
NCT06689956,Neoplasms by Site,Endometrial Neoplasms
NCT06689956,Neoplasms by Histologic Type,Adenocarcinoma
NCT02721056,Neoplasms by Site,Liver Neoplasms
NCT00756509,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00756509,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT01259856,Neoplasms by Site,Polycythemia Vera
NCT03568656,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01482156,Neoplasms by Site,Breast Neoplasms
NCT01482156,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT03333356,Neoplasms by Site,Urinary Bladder Neoplasms
NCT06497556,Neoplasms by Site,Lung Neoplasms
NCT05323656,Neoplasms by Site,Head and Neck Neoplasms
NCT05323656,Neoplasms by Histologic Type,Carcinoma
NCT01333709,Neoplasms by Site,Rectal Neoplasms
NCT01333709,Neoplasms by Histologic Type,Carcinoma
NCT03316209,Neoplasms by Site,Hematologic Neoplasms
NCT03316209,Neoplasms by Histologic Type,Multiple Myeloma
NCT02076009,Neoplasms by Histologic Type,Multiple Myeloma
NCT00209209,Neoplasms by Histologic Type,Lymphoma
NCT01739309,Neoplasms by Histologic Type,Lymphoma
NCT01968109,Neoplasms by Site,Neoplasms by Site
NCT00707356,Neoplasms by Site,Prostatic Neoplasms
NCT04307056,Neoplasms by Site,Prostatic Neoplasms
NCT03443609,Neoplasms by Site,Prostatic Neoplasms
NCT04765709,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00435409,Neoplasms by Site,Breast Neoplasms
NCT00075556,Neoplasms by Site,Colorectal Neoplasms
NCT00075556,Neoplasms by Histologic Type,Adenocarcinoma
NCT06527456,Neoplasms by Site,Uterine Cervical Neoplasms
NCT02623309,Neoplasms by Site,Hematologic Neoplasms
NCT04617756,Neoplasms by Histologic Type,Carcinoma
NCT00052156,Neoplasms by Site,Skin Neoplasms
NCT00052156,Neoplasms by Histologic Type,Melanoma
NCT02869256,Neoplasms by Histologic Type,Leukemia
NCT02273856,Neoplasms by Histologic Type,Lymphoma
NCT00405756,Neoplasms by Histologic Type,Multiple Myeloma
NCT04111809,Neoplasms by Histologic Type,Multiple Myeloma
NCT00878709,Neoplasms by Site,Breast Neoplasms
NCT03879109,Neoplasms by Site,Rectal Neoplasms
NCT02822209,Neoplasms by Site,Lung Neoplasms
NCT06269809,Neoplasms by Histologic Type,Leiomyoma
NCT03580109,Neoplasms by Site,Prostatic Neoplasms
NCT01565109,Neoplasms by Histologic Type,Adenocarcinoma
NCT06053437,Neoplasms by Site,Pituitary Neoplasms
NCT06053437,Neoplasms by Histologic Type,Adenoma
NCT02492815,Neoplasms by Site,Skin Neoplasms
NCT02492815,Neoplasms by Histologic Type,Melanoma
NCT06504615,Neoplasms by Site,Esophageal Neoplasms
NCT06504615,Neoplasms by Histologic Type,Carcinoma
NCT05572515,Neoplasms by Histologic Type,Multiple Myeloma
NCT04566185,Neoplasms by Histologic Type,Glioblastoma
NCT05322356,Neoplasms by Site,Prostatic Neoplasms
NCT01435356,Neoplasms by Site,Urinary Bladder Neoplasms
NCT00089856,Neoplasms by Site,Prostatic Neoplasms
NCT06432556,Neoplasms by Histologic Type,Mastocytosis
NCT03556956,Neoplasms by Site,Colorectal Neoplasms
NCT06073509,Neoplasms by Site,Breast Neoplasms
NCT02225509,Neoplasms by Site,Thyroid Neoplasms
NCT02834156,Neoplasms by Site,Hematologic Neoplasms
NCT03761056,Neoplasms by Histologic Type,Lymphoma
NCT00959556,Neoplasms by Site,Breast Neoplasms
NCT00947856,Neoplasms by Histologic Type,Lymphoma
NCT01181609,Neoplasms by Site,Colorectal Neoplasms
NCT01429909,Cysts,Ganglion Cysts
NCT01640509,Neoplasms by Site,Brain Neoplasms
NCT03244956,Neoplasms by Site,Thyroid Neoplasms
NCT05152056,Neoplasms by Site,Parotid Neoplasms
NCT05577156,Neoplasms by Site,Breast Neoplasms
NCT00937456,Neoplasms by Site,Esophageal Neoplasms
NCT06245356,Neoplasms by Site,Colorectal Neoplasms
NCT06245356,Neoplasms by Histologic Type,Adenocarcinoma
NCT03755856,Neoplasms by Histologic Type,Leukemia
NCT00804856,Neoplasms by Histologic Type,Leukemia
NCT03519256,Neoplasms by Site,Urinary Bladder Neoplasms
NCT05002556,Neoplasms by Site,Urinary Bladder Neoplasms
NCT05002556,Neoplasms by Histologic Type,Non-Muscle Invasive Bladder Neoplasms
NCT03731156,Neoplasms by Site,Multiple Pulmonary Nodules
NCT03151356,Neoplasms by Site,Prostatic Neoplasms
NCT03931356,Neoplasms by Site,Lung Neoplasms
NCT05920356,Neoplasms by Site,Lung Neoplasms
NCT02217956,Neoplasms by Histologic Type,Adenocarcinoma
NCT06522256,Neoplasms by Site,Anus Neoplasms
NCT00540956,Neoplasms by Histologic Type,Leukemia
NCT00938756,Neoplasms by Site,Breast Neoplasms
NCT01332656,Neoplasms by Site,Ovarian Neoplasms
NCT01332656,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04154956,Neoplasms by Site,Lung Neoplasms
NCT00943956,Neoplasms by Site,Prostatic Neoplasms
NCT06536556,Neoplasms by Site,Breast Neoplasms
NCT01275209,Neoplasms by Histologic Type,Lymphoma
NCT05378256,Neoplasms by Histologic Type,Lymphoma
NCT04732156,Neoplasms by Site,Prostatic Neoplasms
NCT00721409,Neoplasms by Site,Breast Neoplasms
NCT01272609,Neoplasms by Histologic Type,"Hemangioma, Capillary"
NCT02367456,Neoplasms by Histologic Type,Leukemia
NCT02367456,Precancerous Conditions,Preleukemia
NCT00056056,Neoplasms by Histologic Type,Mycosis Fungoides
NCT02502656,Neoplasms by Site,Colorectal Neoplasms
NCT03481556,Neoplasms by Histologic Type,Multiple Myeloma
NCT01564056,Neoplasms by Site,Breast Neoplasms
NCT01827956,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT01652456,Neoplasms by Site,Head and Neck Neoplasms
NCT06692556,Neoplasms by Histologic Type,Carcinoma
NCT00615056,Neoplasms by Site,Colorectal Neoplasms
NCT02320656,Neoplasms by Histologic Type,Leukemia
NCT02320656,Precancerous Conditions,Preleukemia
NCT01331356,Cysts,Ganglion Cysts
NCT06018337,Neoplasms by Site,Breast Neoplasms
NCT02382237,Neoplasms by Site,Head and Neck Neoplasms
NCT02815137,Neoplasms by Histologic Type,Lymphoma
NCT00306137,Neoplasms by Site,Esophageal Neoplasms
NCT01045915,Neoplasms by Site,Skin Neoplasms
NCT01045915,Neoplasms by Histologic Type,Melanoma
NCT03417037,Neoplasms by Site,Lung Neoplasms
NCT01188915,Neoplasms by Site,Breast Neoplasms
NCT01188915,Neoplasms by Histologic Type,Hodgkin Disease
NCT04698915,Neoplasms by Site,Pancreatic Neoplasms
NCT05952037,Neoplasms by Histologic Type,Waldenstrom Macroglobulinemia
NCT01491737,Neoplasms by Site,Breast Neoplasms
NCT03452137,Neoplasms by Site,Head and Neck Neoplasms
NCT03452137,Neoplasms by Histologic Type,Carcinoma
NCT00006115,Neoplasms by Site,Colorectal Neoplasms
NCT00004015,Neoplasms by Site,Nervous System Neoplasms
NCT00004015,Neoplasms by Histologic Type,Glioblastoma
NCT04492215,Neoplasms by Site,Colorectal Neoplasms
NCT00298415,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT03493737,Neoplasms by Histologic Type,Multiple Myeloma
NCT02118337,Neoplasms by Site,Kidney Neoplasms
NCT02118337,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT06586515,Neoplasms by Histologic Type,Adenocarcinoma
NCT04459715,Neoplasms by Site,Head and Neck Neoplasms
NCT04459715,Neoplasms by Histologic Type,Carcinoma
NCT02551237,Neoplasms by Site,Rectal Neoplasms
NCT02551237,Neoplasms by Histologic Type,Carcinoma
NCT01272037,Neoplasms by Site,Breast Neoplasms
NCT01272037,Neoplasms by Histologic Type,Carcinoma
NCT04163315,Neoplasms by Site,Brain Neoplasms
NCT04567615,Neoplasms by Site,Liver Neoplasms
NCT04567615,Neoplasms by Histologic Type,Carcinoma
NCT06199115,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00740415,Neoplasms by Histologic Type,Lymphoma
NCT05722015,Neoplasms by Site,Lung Neoplasms
NCT04804137,Neoplasms by Site,Lung Neoplasms
NCT00235937,Neoplasms by Site,Breast Neoplasms
NCT02352337,Neoplasms by Site,Pancreatic Neoplasms
NCT01504815,Neoplasms by Site,Head and Neck Neoplasms
NCT02803515,Neoplasms by Site,Peritoneal Neoplasms
NCT02803515,Neoplasms by Histologic Type,Carcinoma
NCT00992615,Neoplasms by Site,Prostatic Neoplasms
NCT05577715,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT05577715,Neoplasms by Histologic Type,Adenocarcinoma
NCT01616537,Neoplasms by Histologic Type,Mast-Cell Sarcoma
NCT06312137,Neoplasms by Site,Lung Neoplasms
NCT03214315,Neoplasms by Site,Prostatic Neoplasms
NCT02422615,Neoplasms by Site,Breast Neoplasms
NCT04757337,Neoplasms by Histologic Type,Sarcoma
NCT02539537,Neoplasms by Site,Pancreatic Neoplasms
NCT02539537,Neoplasms by Histologic Type,Carcinoma
NCT02236637,Neoplasms by Site,Prostatic Neoplasms
NCT06024837,Neoplasms by Site,Rectal Neoplasms
NCT00785785,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00785785,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT01232556,Neoplasms by Histologic Type,Lymphoma
NCT01444456,Neoplasms by Site,Prostatic Neoplasms
NCT01444456,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT01059656,Neoplasms by Histologic Type,Dermatofibrosarcoma
NCT04630756,Neoplasms by Site,Hematologic Neoplasms
NCT05365256,Neoplasms by Site,Colorectal Neoplasms
NCT02602756,Neoplasms by Site,Skin Neoplasms
NCT02602756,Neoplasms by Histologic Type,Melanoma
NCT03121456,Neoplasms by Histologic Type,Lymphoma
NCT04189809,Neoplasms by Site,Liver Neoplasms
NCT04189809,Neoplasms by Histologic Type,Carcinoma
NCT00104715,Neoplasms by Site,Prostatic Neoplasms
NCT03470285,Neoplasms by Site,Kidney Neoplasms
NCT05403385,Neoplasms by Site,Lung Neoplasms
NCT04913285,Neoplasms by Site,Neoplasms by Site
NCT04913285,Neoplasms by Histologic Type,Melanoma
NCT04784715,Neoplasms by Site,Breast Neoplasms
NCT00004885,Neoplasms by Site,Colorectal Neoplasms
NCT00744185,Neoplasms by Histologic Type,Hemangioma
NCT01768156,Neoplasms by Site,Ovarian Neoplasms
NCT01768156,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04115956,Neoplasms by Histologic Type,Immunoglobulin Light-chain Amyloidosis
NCT04235556,Neoplasms by Site,Thoracic Neoplasms
NCT05496556,Neoplasms by Histologic Type,Carcinoma
NCT03052556,Precancerous Conditions,Uterine Cervical Dysplasia
NCT02129556,Neoplasms by Site,Breast Neoplasms
NCT02305056,Neoplasms by Histologic Type,Glioma
NCT04984356,Neoplasms by Histologic Type,Lymphoma
NCT00651456,Neoplasms by Site,Lung Neoplasms
NCT00651456,Neoplasms by Histologic Type,Mesothelioma
NCT04582656,Neoplasms by Site,Prostatic Neoplasms
NCT01470456,Neoplasms by Histologic Type,Lymphoma
NCT00773656,Neoplasms by Site,Prostatic Neoplasms
NCT00773656,Neoplasms by Histologic Type,Adenocarcinoma
NCT00180856,Neoplastic Processes,Neoplasm Metastasis
NCT01674309,Neoplasms by Site,Rectal Neoplasms
NCT00934856,Neoplasms by Site,Breast Neoplasms
NCT03924856,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03523585,Neoplasms by Site,Breast Neoplasms
NCT01743885,Neoplasms by Histologic Type,Hemangioma
NCT02336815,Neoplasms by Histologic Type,Multiple Myeloma
NCT04779385,Neoplasms by Histologic Type,Carcinoma
NCT01602315,Neoplasms by Site,Head and Neck Neoplasms
NCT01602315,Neoplasms by Histologic Type,Carcinoma
NCT04721015,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00190385,Neoplasms by Site,Liver Neoplasms
NCT00190385,Neoplasms by Histologic Type,Carcinoma
NCT04910685,Neoplasms by Histologic Type,Mastocytosis
NCT01143285,Neoplasms by Site,Colorectal Neoplasms
NCT01916785,Neoplasms by Histologic Type,Leukemia
NCT02861885,Neoplasms by Site,Colorectal Neoplasms
NCT03398915,Neoplasms by Site,Spinal Cord Neoplasms
NCT05668585,Neoplasms by Site,Skin Neoplasms
NCT05668585,Neoplasms by Histologic Type,Melanoma
NCT00367185,Neoplasms by Histologic Type,Multiple Myeloma
NCT01478685,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01478685,Neoplasms by Histologic Type,Carcinoma
NCT01915485,Neoplasms by Site,Thyroid Neoplasms
NCT01915485,Neoplasms by Histologic Type,"Carcinoma, Neuroendocrine"
NCT01165385,Neoplastic Processes,Neoplasm Metastasis
NCT00283985,Neoplasms by Histologic Type,Lymphoma
NCT02860585,Neoplasms by Site,Breast Neoplasms
NCT03170115,Neoplasms by Site,Rectal Neoplasms
NCT05629585,Neoplasms by Site,Breast Neoplasms
NCT03436485,Neoplasms by Site,Prostatic Neoplasms
NCT02066285,Neoplasms by Histologic Type,Chondrosarcoma
NCT05889585,Neoplasms by Histologic Type,"Neoplasms, Germ Cell and Embryonal"
NCT01715285,Neoplasms by Site,Prostatic Neoplasms
NCT02893085,Neoplasms by Site,Head and Neck Neoplasms
NCT02893085,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT03515785,Neoplasms by Histologic Type,Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCT03442985,Neoplasms by Histologic Type,Osteochondroma
NCT03442985,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT04161885,Neoplasms by Histologic Type,Leukemia
NCT06112509,Neoplasms by Site,Cranial Nerve Neoplasms
NCT06112509,Neoplasms by Histologic Type,Neurilemmoma
NCT01870609,Neoplasms by Site,Lung Neoplasms
NCT01870609,Neoplasms by Histologic Type,Mesothelioma
NCT02078609,Neoplasms by Histologic Type,Leukemia
NCT02078609,Precancerous Conditions,Preleukemia
NCT04270409,Neoplasms by Histologic Type,Multiple Myeloma
NCT04270409,Precancerous Conditions,Smoldering Multiple Myeloma
NCT06130709,Neoplasms by Site,Hematologic Neoplasms
NCT02850809,Neoplasms by Site,Kidney Neoplasms
NCT02850809,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT03259009,Neoplasms by Site,Colorectal Neoplasms
NCT01210209,Neoplasms by Histologic Type,Sarcoma
NCT00714909,Neoplasms by Site,Breast Neoplasms
NCT02662309,Neoplasms by Site,Urinary Bladder Neoplasms
NCT02662309,Neoplasms by Histologic Type,Carcinoma
NCT06195709,Neoplasms by Site,Breast Neoplasms
NCT03485209,Neoplasms by Site,Pancreatic Neoplasms
NCT03485209,Neoplasms by Histologic Type,Carcinoma
NCT05826509,Neoplasms by Site,Prostatic Neoplasms
NCT04867109,Neoplasms by Site,Endometrial Neoplasms
NCT02618109,Neoplasms by Histologic Type,Leukemia
NCT04937309,Neoplasms by Site,Breast Neoplasms
NCT03786107,Neoplasms by Site,Uterine Cervical Neoplasms
NCT00753688,Neoplasms by Histologic Type,Sarcoma
NCT02060188,Neoplasms by Site,Colorectal Neoplasms
NCT01727388,Neoplasms by Site,Rectal Neoplasms
NCT04214288,Neoplasms by Site,Breast Neoplasms
NCT01840007,Neoplasms by Site,Skin Neoplasms
NCT01840007,Neoplasms by Histologic Type,Melanoma
NCT01771107,Neoplasms by Histologic Type,Lymphoma
NCT00657488,Neoplasms by Histologic Type,Multiple Myeloma
NCT04719988,Neoplasms by Site,Anus Neoplasms
NCT04719988,Neoplasms by Histologic Type,Carcinoma
NCT03023878,Neoplasms by Histologic Type,Lymphoma
NCT01941407,Neoplasms by Site,Breast Neoplasms
NCT02555007,Neoplasms by Site,Lung Neoplasms
NCT02555007,Neoplasms by Histologic Type,Mesothelioma
NCT01840488,Neoplasms by Site,Breast Neoplasms
NCT00076388,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT03568188,Neoplasms by Site,Prostatic Neoplasms
NCT01440088,Neoplasms by Histologic Type,Sarcoma
NCT04515888,Neoplasms by Site,Breast Neoplasms
NCT01980888,Neoplasms by Histologic Type,Leukemia
NCT01784978,Neoplasms by Site,Kidney Neoplasms
NCT01784978,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
